persones_jur_diques_p_bliques,persones_jur_diques_privades,s_cies_no_treballadores_dones,socis_no_treballadors,s_cies_dones,socis,n_m_total_acc_part,valor_nom_acc_part,capital_social_inicial,data_constituci,prov_ncia,comarca,municipi,cp,adre_a,sector,descripci_ccae,ccae,nom_societat,cif,n_m_inscripci
0,0,0,0,2,15,24765,10.00,60120.00,2001-04-18T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08016 ],C. VELIA núm. 18 Pis 4T Porta 4A,SERVEIS,Manteniment i reparació de vehicles de motor,[ 4520 ],"SERVICIOS LOGISTICOS DEL RECAMBIO, SAL",A62516679,3580
0,0,1,1,1,1,3006,1.00,3006.00,2001-04-18T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08207 ],C. AROUSA núm. 31-33,SERVEIS,Establiments de begudes,[ 5630 ],"EL GRILL MAGIC, SLL",B62502117,3579
0,0,0,1,3,0,3008,1.00,3008.00,2001-04-18T00:00:00.000,BARCELONA,Barcelonès,Badalona,[ 08913 ],PL. TRAFALGAR núm. 13-14 Pis LOCAL Porta 2,SERVEIS,Activitats immobiliàries per compte d'altri,[ 703 ],"SERVICIOS COMPLEMENTARIOS DE INMUEBLES, SLL",B62522362,3578
0,0,0,0,0,4,24040,1.00,24040.00,2001-04-18T00:00:00.000,LLEIDA,Segrià,Lleida,[ 25007 ],AV. SEGRE núm. 13 Pis BAIXOS,SERVEIS,Activitats de ràdio i televisió,[ 922 ],"CANTALUP SERVEI UNIVERSAL DE VIDEO, SLL",B25473836,3576
0,0,0,1,2,0,3006,1.00,3006.00,2001-04-18T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08019 ],C. RAMBLA TAULAT núm. 224-226 Pis 1R Porta LOC,INDÚSTRIA,Fabricació de pa i de productes de fleca i pastisseria frescos,[ 1071 ],"FORN MARITIM, SLL",B62275854,3575
0,0,2,0,0,2,3100,1.00,3100.00,2001-04-17T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08206 ],C. MANUEL DE FALLA núm. 16 Pis BAIXOS,SERVEIS,"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",[ 4752 ],"SERVICIOS DE FERRETERIA VIPE, SLL",B62441746,3574
0,0,1,1,2,0,73026,1.00,73026.00,2001-04-17T00:00:00.000,BARCELONA,Alt Penedès,Sant Martí Sarroca,[ 08731 ],C. PEPET TEIXIDOR núm. 14 Bloc RESTAURANT,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"LA MARTINENCA DE GASTRONOMIA, SLL",B62489539,3573
0,0,1,0,1,1,501,6.00,3006.00,2001-04-09T00:00:00.000,BARCELONA,Baix Llobregat,Gavà,[ 08850 ],PG. JOAN MARAGALL núm. 12,SERVEIS,"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",[ 4752 ],"PINTURAS I DECORACIO GAVA, SLL",B62490719,3570
0,0,1,0,0,2,60,100.00,6000.00,2001-04-09T00:00:00.000,LLEIDA,Segrià,Alguaire,[ 25125 ],C. MOSSÈN RAMON ARTIGUES núm. 46,INDÚSTRIA,Fabricació de tancaments metàl·lics,[ 2512 ],"RODAMETAL·LIC, SLL",B25471509,3569
0,0,0,0,0,3,3150,1.00,3150.00,2001-04-09T00:00:00.000,BARCELONA,Baix Llobregat,"Prat De Llobregat, El",[ 08820 ],C. CORONEL SANFELIU núm. 55 BIS,SERVEIS,"Comerç a l'engròs de ferreteria, lampisteria i calefacció",[ 4674 ],"ENERGY CAT, SLL",B62465901,3567
0,0,0,1,0,2,3009,1.00,3009.00,2001-04-05T00:00:00.000,GIRONA,Baix Empordà,"Bisbal D'Empordà, La",[ 17100 ],C. DE L'AIGÜETA núm. 176,SERVEIS,"Comerç a l'engròs de productes alimentaris, begudes i tabac",[ 513 ],"9 OBRADOR GIRONES, SLL",B17663329,3563
0,0,1,0,1,1,9015,1.00,9015.00,2001-04-05T00:00:00.000,BARCELONA,Baix Llobregat,Cornellà De Llobregat,[ 08940 ],RBLA. ANSELM CLAVÉ núm. 19 BIS,SERVEIS,Altres tipus de comerç al detall,[ 52488 ],"TELPYMSER, SLL",B62510953,3562
0,0,1,0,0,2,600,6.00,3600.00,2001-04-04T00:00:00.000,BARCELONA,Bages,Manresa,[ 08240 ],PG. PERE III núm. 87 Esc. B Pis 3R Porta 4A,CONSTRUCCIÓ,Construcció general d'immobles i obres d'enginyeria civil,[ 452 ],"CONSTRUCCIONS GONZALEZ-JAUREGUI, SLL",B62508585,3560
0,0,0,1,1,1,3006,1.00,3006.00,2001-04-04T00:00:00.000,GIRONA,Gironès,Cervià De Ter,[ 17464 ],C. EMPORDÀ núm. 3,SERVEIS,Edició de programes informàtics,[ 72210 ],"9BIT, BUILDING INFORMATION TECHNOLOGIES, SLL",B17657057,3559
0,0,0,0,0,3,612,5.00,3060.00,2001-04-03T00:00:00.000,BARCELONA,Vallès Oriental,Granollers,[ 08400 ],C. PRIMER MARQUÈS DE LES FRANQUE núm. 30,CONSTRUCCIÓ,Instal·lacions elèctriques,[ 4321 ],"INSTAL·LACIONS GRANOLLERS, SLL",B62483730,3558
0,0,1,0,1,1,3006,1.00,3006.00,2001-03-29T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08204 ],C. GUERRILLER ALZINA núm. 69,CONSTRUCCIÓ,Instal·lacions de fusteria i matèries plàstiques,[ 45421 ],"FUSTERIA EBANISTERIA INTERFUSTA, SLL",B62502851,3545
0,0,0,2,2,1,3060,1.00,3060.00,2001-03-29T00:00:00.000,BARCELONA,Barcelonès,Badalona,[ 08914 ],C. PAU PICASSO núm. 18 Pis LOCAL Porta 2A,CONSTRUCCIÓ,Construcció d'edificis,[ 45211 ],"LEADERNEXT, SLL",B62503289,3544
0,0,2,0,0,2,3008,1.00,3008.00,2001-03-29T00:00:00.000,BARCELONA,Garraf,Vilanova I La Geltrú,[ 08800 ],C. MASIA TORRENTS núm. 6,SERVEIS,Manteniment i reparació de vehicles de motor,[ 4520 ],"CENTRAL PLANCHA GARMI, SLL",B62430228,3543
0,0,1,0,1,1,3021,1.00,3021.00,2001-03-29T00:00:00.000,TARRAGONA,Baix Ebre,Roquetes,[ 43520 ],C. PTDA. PANDORGA núm. 37,INDÚSTRIA,Fabricació de tancaments metàl·lics,[ 2512 ],"SERRALLERIA ELS PORTS, SLL",B43633189,3541
0,0,1,1,2,1,3908,1.00,3006.00,2001-03-29T00:00:00.000,TARRAGONA,Baix Camp,Prades,[ 43364 ],PL. MAJOR núm. 26 Pis BAIXOS,SERVEIS,Comerç a l'engròs de primeres matèries agràries i d'animals vius,[ 512 ],"ENGINY VERD, SLL",B43623859,3539
0,0,1,0,1,1,12,251.00,3012.00,2001-03-29T00:00:00.000,BARCELONA,Vallès Oriental,"Garriga, La",[ 08530 ],PG. CONGOST núm. 268,INDÚSTRIA,"Forja, estampació i embotició de metalls; pulverimetal·lúrgia",[ 2550 ],"FORJA I DECORACIO CLAPES, SLL",B62483482,3538
0,0,1,0,2,0,3006,1.00,3006.00,2001-03-27T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08029 ],C. DEU I MATA núm. 156 Pis LOCAL Porta 1 C,SERVEIS,Gestió i administració de la propietat immobiliària,[ 7032 ],"CAFE DIAGONAL 2001, SLL",B62506266,3532
0,0,1,0,1,1,3006,1.00,3006.00,2001-03-26T00:00:00.000,LLEIDA,Noguera,Balaguer,[ 25600 ],C. URGELL núm. 29,SERVEIS,Hoteleria,[ 55 ],"BALABLAU, SLL",B25457573,3531
0,0,1,0,0,2,3006,1.00,3006.00,2001-03-26T00:00:00.000,BARCELONA,Anoia,Igualada,[ 08700 ],AV. MONTSERRAT núm. 7,SERVEIS,"Comerç al detall de catifes, moquetes i revestiments de parets i terres en establiments especialitzats",[ 4753 ],"PINTURES MIRASOL, SLL",B62474655,3530
0,0,0,1,1,1,3006,1.00,3006.00,2001-03-26T00:00:00.000,BARCELONA,Barcelonès,Badalona,[ 08915 ],C. MONTSERRAT núm. 134,SERVEIS,"Comerç a l'engròs de productes alimentaris, begudes i tabac",[ 513 ],"COMERCIAL ARIÑO 2001, SLL",B62502364,3528
0,0,1,0,1,1,3006,1.00,3006.00,2001-03-26T00:00:00.000,BARCELONA,Anoia,Calaf,[ 08280 ],C. JACINT VERDAGUER núm. S/N,INDÚSTRIA,Fabricació de tancaments metàl·lics,[ 2512 ],"METACARP-CALAF, SLL",B62502869,3527
0,0,0,2,0,3,4207,1.00,4207.00,2001-03-26T00:00:00.000,BARCELONA,Bages,Artés,[ 08271 ],"CTRA. ARTÉS-MANRESA Km. 3,800",INDÚSTRIA,Altres indústries manufactureres diverses ncaa,[ 3299 ],"PINT-ARTES 2000, SLL",B62438650,3525
0,0,0,0,2,1,18030,1.00,18030.00,2001-03-23T00:00:00.000,GIRONA,Gironès,Flaçà,[ 17463 ],C. COMERÇ núm. 36,SERVEIS,Provisió de menjars preparats,[ 5552 ],"ROSTISSERIA FLAÇA, SLL",B17650805,3524
0,0,0,1,0,2,3099,1.00,3099.00,2001-03-23T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08032 ],C. LABERNIA núm. 8,SERVEIS,Altres tipus de comerç al detall,[ 52488 ],"EASYTELECOM, SLL",B62515440,3523
0,0,0,1,0,2,24000,1.00,24000.00,2001-03-21T00:00:00.000,GIRONA,Gironès,Cassà De La Selva,[ 17244 ],CTRA. PROVINCIAL núm. 23,SERVEIS,Intermediaris del comerç especialitzat en la venda d'altres productes,[ 4618 ],"JARDA REPRESENTACIONS, SLL",B17650359,3516
0,0,0,1,1,1,3012,1.00,3012.00,2001-03-20T00:00:00.000,GIRONA,Pla de l'Estany,Banyoles,[ 17820 ],C. COROMINA núm. 44,SERVEIS,Activitats informàtiques,[ 72 ],"SERVEIS PER INTERNET AREA GLOBAL, SLL",B17659970,3513
0,0,1,0,1,1,3051,1.00,3051.00,2001-03-19T00:00:00.000,BARCELONA,Alt Penedès,Font-Rubí,[ 08739 ],C. VICENÇ MARI núm. 10,INDÚSTRIA,Fabricació d'eines,[ 2573 ],"F.V.L. MOTLLES I MODELS, SLL",B62543640,3511
0,0,1,0,0,2,3009,1.00,3009.00,2001-03-19T00:00:00.000,BARCELONA,Vallès Occidental,Ripollet,[ 08291 ],C. NTRA. SRA. DEL PILAR núm. 4 Pis LOCAL Porta ESQ,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"CARREFORMA, SLL",B62459441,3510
0,0,0,0,1,3,1000,30.00,30000.00,2001-03-14T00:00:00.000,BARCELONA,Vallès Occidental,Sant Cugat Del Vallès,[ 08190 ],RBLA. JAUME SÀBAT núm. 4,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"SERVEIS DE RESTAURACIO RECANU, SLL",B62421227,3505
0,0,1,0,0,2,501,6.00,3006.00,2001-03-08T00:00:00.000,BARCELONA,Garraf,Vilanova I La Geltrú,[ 08800 ],CAMÍ VELL DE CUBELLES núm. S/N,SERVEIS,"Serveis tècnics d'arquitectura i enginyeria, i altres activitats relacionades amb l'assessorament tècnic",[ 7420 ],"CONSULTING I PROJECTES 3000, SLL",B62403894,3496
0,0,0,0,2,3,3010,1.00,3010.00,2001-03-08T00:00:00.000,BARCELONA,Barcelonès,Sant Adrià De Besòs,[ 08930 ],C. IFNI núm. 13,SERVEIS,Gestió de suports publicitaris,[ 74402 ],"ISSODATAN CATALUNYA, SLL",B62538384,3495
0,0,0,1,1,1,3006,1.00,3006.00,2001-03-07T00:00:00.000,BARCELONA,Osona,Vic,[ 08500 ],PG. PEP VENTURA núm. 8 Bloc JAUME BALM,SERVEIS,Telecomunicacions,[ 642 ],"ALLAH WOURY, SLL",B62485701,3494
0,0,0,1,0,2,3006,1.00,3006.00,2001-03-02T00:00:00.000,BARCELONA,Vallès Occidental,Terrassa,[ 08221 ],C. ISCLE SOLER núm. 9,CONSTRUCCIÓ,Pintura i vidrieria,[ 4334 ],"DECOART VALLES, SLL",B62457940,3483
0,0,0,0,0,3,3609,1.00,3609.00,2001-03-01T00:00:00.000,BARCELONA,Vallès Occidental,Terrassa,[ 08223 ],C. DOCTOR TORRES I BAGES núm. 32-34,INDÚSTRIA,Enginyeria mecànica general per compte d'altri,[ 2562 ],"GESTAFRED VALLES, SLL",B62476858,3478
0,0,0,0,0,3,3006,1.00,3006.00,2001-03-01T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08202 ],C. CONGOST núm. 1,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"CARJOSAL PAVIMENTOS, SLL",B62405378,3477
0,0,2,0,0,2,3016,1.00,3016.00,2001-02-28T00:00:00.000,LLEIDA,Segrià,Lleida,[ 25006 ],C. DOCTOR FLEMING núm. 49 Pis BAIXOS Porta 1A,SERVEIS,Manteniment i reparació de vehicles de motor,[ 4520 ],"OSCAR ROYO SANVISEN, SLL",B25470733,3475
0,0,0,0,3,0,501,6.00,3006.00,2001-02-26T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08037 ],C. CÒRSEGA núm. 351 Pis BAIXOS,SERVEIS,Comerç al detall de tèxtils en establiments especialitzats,[ 4751 ],"METRO CUBICO INTERIORISMO, SLL",B62338116,3467
0,0,1,0,1,1,3582,1.00,3582.00,2001-02-22T00:00:00.000,GIRONA,Selva,Maçanet De La Selva,[ 17412 ],C. MONTSENY núm. 27 Pis BAIXOS,SERVEIS,Comerç al detall de periòdics i articles de papereria en establiments especialitzats,[ 4762 ],"PAPERERIA PAPIRUS DE MAÇANET, SLL",B17646639,3465
0,0,2,0,0,2,360,10.00,3600.00,2001-02-22T00:00:00.000,GIRONA,Selva,Blanes,[ 17300 ],C. JACINT VERDAGUER núm. 5,SERVEIS,Gestió de suports publicitaris,[ 74402 ],"PLANET RETOLS, SLL",B17652140,3464
0,0,1,0,1,1,3006,1.00,3006.00,2001-02-20T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08002 ],C. CIUTAT núm. 7 Pis 4T Porta 1A,SERVEIS,Activitats recreatives diverses,[ 927 ],"CATALUNYAMIDA, SLL",B62415534,3460
0,0,1,1,0,2,100,1.00,4000.00,2001-02-19T00:00:00.000,BARCELONA,Vallès Occidental,Rubí,[ 08191 ],PTGE. BAILEN núm. 12 Pis 2N Porta 3A,CONSTRUCCIÓ,Altres activitats d'instal·lació en edificis i obres,[ 4329 ],"FONELCA RUBI, SLL",B62343678,3454
0,0,1,0,1,1,3006,1.00,3006.00,2001-02-19T00:00:00.000,BARCELONA,Vallès Oriental,Mollet Del Vallès,[ 08100 ],C. ANSELM CLAVÉ núm. 42,SERVEIS,Establiments de begudes,[ 5630 ],"MOROED, SLL",B62276167,3453
0,0,0,0,1,1,310,10.00,3100.00,2001-02-16T00:00:00.000,BARCELONA,Baix Llobregat,Sant Vicenç Dels Horts,[ 08620 ],CAMÍ DE SANT BOI núm. 180 Pis BAIXOS,SERVEIS,Comerç al detall de periòdics i articles de papereria en establiments especialitzats,[ 4762 ],"COPI ESTIL, SLL",B62463104,3452
0,0,0,1,0,2,3006,1.00,3006.00,2001-02-15T00:00:00.000,TARRAGONA,Baix Camp,Reus,[ 43206 ],C. CAPSANES núm. 15,SERVEIS,Transport de mercaderies per carretera,[ 6024 ],"LOGISTICA INTEGRAL TARRACO, SLL",B43627231,3450
0,0,0,2,2,0,3100,1.00,3100.00,2001-02-15T00:00:00.000,BARCELONA,Osona,Torelló,[ 08570 ],C. CANIGÓ núm. 2 Pis 4T,SERVEIS,Comerç al detall de peces de vestir en establiments especialitzats,[ 4771 ],"FRANQUESA MANJANG VILA, SLL",B62356126,3448
0,0,1,0,0,2,3006,1.00,3006.00,2001-02-15T00:00:00.000,BARCELONA,Vallès Oriental,Mollet Del Vallès,[ 08100 ],C. VIA RONDA núm. 75,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"JOSE MARIA Y JAIME SERVICIOS Y REFORMAS, SLL",B62326608,3447
0,0,2,0,0,2,700,1.00,7000.00,2001-02-14T00:00:00.000,BARCELONA,Osona,Torelló,[ 08570 ],C. SANT BARTOMEU núm. 35,SERVEIS,Activitats d'assessorament en direcció i gestió empresarial,[ 74141 ],"MOLSOSA CONSULTORS, SLL",B62400635,3445
0,0,2,0,0,2,3020,1.00,3020.00,2001-02-13T00:00:00.000,BARCELONA,Bages,Santpedor,[ 08251 ],C. CARLES TENA núm. 2,SERVEIS,Comerç a l'engròs de peces de vestir i calçat,[ 4642 ],"B & B MULTIARTICLES, SLL",B62341839,3441
0,0,2,0,0,2,3012,1.00,3012.00,2001-02-13T00:00:00.000,GIRONA,Alt Empordà,Mollet De Peralada,[ 17752 ],PL. DE L'ESGLÉSIA núm. S/N,AGRICULTURA,Serveis de suport a la silvicultura,[ 0240 ],"LLENYES EMPORDA, SLL",B17654047,3439
0,0,1,0,1,1,3009,1.00,3009.00,2001-02-13T00:00:00.000,GIRONA,Garrotxa,Argelaguer,[ 17853 ],CTRA. OLOT núm. 32,SERVEIS,Restaurants,[ 553 ],"EL CAFE D'ARGELAGUER, SLL",B17656075,3438
0,0,0,1,1,1,3006,1.00,3006.00,2001-02-08T00:00:00.000,BARCELONA,Anoia,Igualada,[ 08700 ],PG. VERDAGUER núm. 70,SERVEIS,Altres tipus de comerç al detall,[ 52488 ],"MENDEZ & MUXI, SLL",B62439351,3433
0,0,0,0,1,2,3006,1.00,3006.00,2001-02-07T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08018 ],PG. MARQUÈS SANTA ISABEL núm. 40,INDÚSTRIA,Confecció d'altres tipus de peces de vestir i accessoris,[ 1419 ],"TEXTIL NOGACEMAN, SLL",B62450523,3430
0,0,1,1,0,2,2179,60.00,81300.00,2001-02-07T00:00:00.000,LLEIDA,Noguera,Albesa,[ 25135 ],C. BALAGUER núm. 48,AGRICULTURA,Producció agrícola combinada amb la producció ramadera,[ 0150 ],"AGROTERMENS, SLL",B25452442,3429
0,0,0,1,1,1,954,60.00,57240.00,2001-02-06T00:00:00.000,LLEIDA,Segrià,Alcoletge,[ 25660 ],C. NOU núm. 6,SERVEIS,Altres tipus de comerç a l'engròs,[ 517 ],"NOVA VETERINARIA Y GANADERIA, SLL",B25451923,3427
0,0,0,0,2,2,3008,1.00,3008.00,2001-02-06T00:00:00.000,BARCELONA,Barcelonès,"Hospitalet De Llobregat, L'",[ 08901 ],C. JOSEP PRATS núm. 4 Pis 2N,SERVEIS,Edició de programes informàtics,[ 72210 ],"VEX CONSULTING, SLL",B62455936,3423
0,0,0,0,1,2,3006,1.00,3006.00,2001-02-06T00:00:00.000,BARCELONA,Baix Llobregat,Sant Andreu De La Barca,[ 08740 ],C. PENEDÈS núm. 6 Pis 4T Porta 2A,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"REFORMES J.A.J., SLL",B62419072,3421
0,0,0,1,1,1,3015,1.00,3015.00,2001-02-02T00:00:00.000,TARRAGONA,Baix Penedès,Cunit,[ 43881 ],PG. MARÍTIM núm. 7,SERVEIS,Hotels,[ 551 ],"REST. LA ROCA DE CUNIT, SLL",B43609676,3419
0,0,0,0,0,4,195,100.00,12000.00,2001-02-02T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08036 ],C. MUNTANER núm. 200 Pis ENTL. Porta 1A,INDÚSTRIA,Fabricació d'ordinadors i equips perifèrics,[ 2620 ],"ACACIA TECHNOLOGIES, SLL",B62415252,3418
0,0,0,1,1,1,3006,1.00,3006.00,2001-02-01T00:00:00.000,TARRAGONA,Tarragonès,Tarragona,[ 43148 ],C. ESCULTOR FIGUERAS núm. 17,SERVEIS,Altres activitats relacionades amb la informàtica,[ 726 ],"SIMULTEC, SLL",B43626142,3416
0,0,0,1,1,1,3021,1.00,3021.00,2001-02-01T00:00:00.000,BARCELONA,Bages,Manresa,[ 08240 ],C. BARCELONA núm. 31 Pis 4T Porta 2A,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"ROCA OCAÑA, SLL",B62441779,3415
0,0,0,1,1,1,3006,1.00,3006.00,2001-02-01T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08029 ],C. NUMÀNCIA núm. 101 Esc. A Pis 14È Porta 4A,SERVEIS,Activitats d'assessorament en direcció i gestió empresarial,[ 74141 ],"EKREK-RUBLA, SLL",B62422571,3414
0,0,0,1,1,1,495,7.00,3465.00,2001-02-01T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08034 ],C. MARQUÈS DE MULHACÉN núm. 39,INDÚSTRIA,Fabricació d'altres tipus de maquinària per a usos específics ncaa,[ 2899 ],"PLACK FLOW, SLL",B62654512,3413
0,0,1,1,1,1,400,10.00,4000.00,2001-01-31T00:00:00.000,BARCELONA,Vallès Occidental,Barberà Del Vallès,[ 08210 ],C. PUIG DELS TUDONS Polígon INDUSTRIAL SANTIGA Nau 22,SERVEIS,"Comerç a l'engròs de productes alimentaris, begudes i tabac",[ 513 ],"COMERCIAL DE PASTELERIA DEL VALLES, SLL",B62431093,3411
0,0,0,1,1,2,240,100.00,24000.00,2001-01-31T00:00:00.000,TARRAGONA,Baix Ebre,"Ametlla De Mar, L'",[ 43860 ],urb. LES TRES CALES - ZONA COMERCIA Pis LOCAL Porta 13,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"ARKIN'S OBRAS Y SERVICIOS, SLL",B43615822,3409
0,0,0,0,1,2,3012,1.00,3012.00,2001-01-31T00:00:00.000,BARCELONA,Bages,Manresa,[ 08240 ],C. SANT BENET núm. 24,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"PROYECTOS Y OBRAS RACERO, SLL",B62434915,3407
0,0,0,1,1,1,3015,1.00,3015.00,2001-01-31T00:00:00.000,BARCELONA,Vallès Oriental,Sant Fost De Campsentelles,[ 08100 ],AV. CAN RIBALTA núm. 35,CONSTRUCCIÓ,Altres activitats especialitzades de la construcció ncaa,[ 4399 ],"SOLDEAL 2000, SLL",B62440508,3406
0,0,0,1,1,1,3006,1.00,3006.00,2001-01-30T00:00:00.000,BARCELONA,Barcelonès,Badalona,[ 08917 ],C. ÀNGEL GUIMERÀ núm. 19-25 Pis 1R Porta 1A,CONSTRUCCIÓ,"Lampisteria, instal·lacions de calefacció i aire condicionat",[ 4322 ],"ZANOQUIN, SLL",B62430756,3403
0,0,0,1,1,1,3021,1.00,3021.00,2001-01-25T00:00:00.000,BARCELONA,Anoia,Masquefa,[ 08783 ],C. ROGELIO ROJO núm. 14 Pis 3R Porta 3A,SERVEIS,Establiments de begudes,[ 5630 ],"SIDFER 2001, SLL",B62430483,3400
0,0,0,1,1,1,3006,1.00,3006.00,2001-01-24T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08026 ],C. RAMBLA VOLART núm. 11,INDÚSTRIA,Fabricació d'instruments d'òptica i d'equips fotogràfics,[ 2670 ],"MIRA'M-OPTICS, SLL",B62419411,3398
0,0,0,1,1,1,501,1.00,3006.00,2001-01-24T00:00:00.000,GIRONA,Ripollès,Ripoll,[ 17500 ],C. CANIGÓ núm. 5 Pis 1R Porta 1A,INDÚSTRIA,Fabricació de màquines eina elèctriques portàtils,[ 2824 ],"INDUSTRIAL ORRI-VERDAGUER, SLL",B17651092,3396
0,0,0,1,1,1,501,9.00,3006.00,2001-01-23T00:00:00.000,GIRONA,Gironès,Girona,[ 17001 ],C. NOU núm. 8 Pis 2N Porta 1A,SERVEIS,Ensenyament primari,[ 8010 ],"CENTRE DE MATEMATICA APLICADA, SLL",B17639717,3394
0,0,1,1,1,1,3100,1.00,3100.00,2001-01-23T00:00:00.000,BARCELONA,Vallès Occidental,Terrassa,[ 08223 ],C. PRIM núm. 59,INDÚSTRIA,Enginyeria mecànica general per compte d'altri,[ 2562 ],"SALO METALURGICA, SLL",B62421656,3393
0,0,0,1,1,1,180,100.00,3030.00,2001-01-22T00:00:00.000,GIRONA,Gironès,Sant Gregori,[ 17150 ],C. MONTSENY núm. 17 Pis BAIXOS Porta DRE,SERVEIS,Altres tipus de comerç al detall,[ 52488 ],"DOMINNOVA, SLL",B17651118,3387
0,0,0,0,2,2,3080,1.00,3080.00,2001-01-22T00:00:00.000,BARCELONA,Baix Llobregat,Sant Feliu De Llobregat,[ 08980 ],PG. DELS PINS núm. 22,CONSTRUCCIÓ,"Lampisteria, instal·lacions de calefacció i aire condicionat",[ 4322 ],"SOCIEDAD DE MANTENIMIENTOS Y EXPLOTACIONES THERMICAS, SLL",B62388467,3385
0,0,0,1,1,1,501,6.00,3006.00,2001-01-19T00:00:00.000,BARCELONA,Osona,Gurb,[ 08519 ],C. MAS EL PLA núm. S/N,SERVEIS,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats",[ 4724 ],"PASTISSERIA LLADO, SLL",B62349758,3381
0,0,0,1,1,1,303,10.00,3030.00,2001-01-18T00:00:00.000,BARCELONA,Vallès Occidental,Castellbisbal,[ 08755 ],CTRA. ANTIGA TERRASSA (TURÓ VERGE D núm. 11,SERVEIS,Acolliment de persones grans amb allotjament,[ 85311 ],"NTRA. SRA. DE NAZARET, SLL",B62417134,3379
0,0,1,1,1,2,100,40.00,4000.00,2001-01-17T00:00:00.000,BARCELONA,Vallès Occidental,Barberà Del Vallès,[ 08210 ],comp. CENTRO COMERCIAL BARICENTRO núm. 215 Pis LOCAL Porta B,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"RESBARBAR, SLL",B62404777,3372
0,0,0,0,2,2,3020,1.00,3020.00,2001-01-16T00:00:00.000,TARRAGONA,Baix Camp,Reus,[ 43206 ],AV. SARAGOSSA núm. 7 Pis 1R Porta C,SERVEIS,Activitats de jardineria,[ 8130 ],"COPIREUS, SLL",B43623131,3370
0,0,0,1,1,1,3009,1.00,3009.00,2001-01-16T00:00:00.000,TARRAGONA,Tarragonès,Vila-Seca,[ 43480 ],C. ONZE DE SETEMBRE núm. 34 Pis 1R Porta 2A,CONSTRUCCIÓ,Instal·lacions elèctriques,[ 4321 ],"DE LA TORRE CALER, SLL",B43622935,3369
0,0,1,1,1,1,430,7.00,3010.00,2001-01-12T00:00:00.000,BARCELONA,Vallès Occidental,Rubí,[ 08191 ],AV. JOSEP FERRER I DOMÈNECH núm. 8-10 Pis TENDA Porta 2,SERVEIS,Perruqueria i altres tractaments de bellesa,[ 9602 ],"GEMMA'S ESTILISTAS, SLL",B62404496,3363
0,0,1,1,1,1,510,6.00,3060.00,2001-01-11T00:00:00.000,BARCELONA,Baix Llobregat,Cornellà De Llobregat,[ 08940 ],C. ABEDUL núm. 4 Pis BAIXOS,SERVEIS,Perruqueria i altres tractaments de bellesa,[ 9602 ],"SAYMI PELUQUERAS, SLL",B62403340,3361
0,0,0,1,0,3,60104,1.00,60104.00,2001-01-11T00:00:00.000,BARCELONA,Baix Llobregat,Sant Andreu De La Barca,[ 08740 ],pi. PTGE. DELS POUS Polígon CIDESA Nau 37,SERVEIS,Altres tipus de comerç a l'engròs,[ 517 ],"LA BARCA MARBRES I GRANIT, SLL",B62387444,3360
0,0,0,1,1,1,309,10.00,3090.00,2001-01-11T00:00:00.000,BARCELONA,Anoia,Igualada,[ 08700 ],C. FRANÇA núm. 40,CONSTRUCCIÓ,Altres treballs d'acabament d'edificis,[ 4339 ],"VERLAC ANOIA, SLL",B62395694,3359
0,0,0,1,1,1,3009,1.00,3009.00,2001-01-05T00:00:00.000,BARCELONA,Vallès Oriental,Granollers,[ 08400 ],C. MALLORCA núm. 14,SERVEIS,Activitats de fotografia,[ 7420 ],"GRACOLOR LABORATORI FOTOGRAFIC, SLL",B62406079,3353
